Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
EEB86733.1	GH114(21-109)	GH114(1)	-	2
EEB87091.1	GH5_9(2-108)	-	-	1
EEB87546.1	GT32(9-89)	GT32(35)	GT32	3
EEB87593.1	PL14_4(9-119)	-	-	1
EEB88908.1	AA3_2(39-330)	AA3(21)	AA3_2	3
EEB88959.1	GT69(156-396)	GT69(1)	GT69	3
EEB89033.1	GH105(62-407)	-	-	1
EEB89060.1	AA1_1(1-124)	-	-	1
EEB89070.1	AA3_2(24-447)	AA3(2)	-	2
EEB89104.1	AA7(31-236)	-	-	1
EEB89107.1	GT15(71-189)	-	-	1
EEB89165.1	GH3(1-115)	-	-	1
EEB89171.1	CE10(92-240)	-	-	1
EEB89179.1	AA2(4-177)	-	-	1
EEB89226.1	GH135(23-189)	-	-	1
EEB89272.1	GH76(168-326)	-	-	1
EEB89286.1	AA3_2(22-333)	-	-	1
EEB89306.1	CE5(103-274)	CE5(13)	-	2
EEB89324.1	AA7(6-191)	-	-	1
EEB89412.1	AA1_1(37-336)	AA1(2)	AA1_1	3
EEB89445.1	GH11(29-190)	GH11(2)+CBM1(4)	-	2
EEB89476.1	AA2(62-238)	-	-	1
EEB89484.1	AA3_2(45-630)	-	AA3_2	2
EEB89496.1	AA3_2(1-309)	-	-	1
EEB89621.1	GH79(8-401)	-	-	1
EEB89646.1	CE4(4-73)	-	-	1
EEB89647.1	CE4(31-150)	-	-	1
EEB89652.1	AA3_2(31-448)	-	-	1
EEB89673.1	GH2(10-530)	GH2(21)	GH2	3
EEB89682.1	GH30_3(54-342)	GH30(26)+CBM13(28)	GH30_3+3.2.1.75	3
EEB89716.1	AA3_2(16-461)	AA3(2)	AA3_2	3
EEB89725.1	GH28(13-248)	GH28(20)	-	2
EEB89823.1	GH3(11-226)	GH3(33)	GH3	3
EEB89925.1	AA9(9-156)	-	-	1
EEB89928.1	GH3(36-216)	-	-	1
EEB89929.1	CE10(113-310)	-	-	1
EEB89945.1	AA9(7-179)	-	-	1
EEB89955.1	GH5_12(1-285)	GH5(58)	GH5_12	3
EEB89959.1	CE10(87-362)	-	-	1
EEB89979.1	AA3_2(32-432)	AA3(3)	AA3_2+1.1.3.7	3
EEB90001.1	GH18(12-137)+CBM5(193-230)	-	-	1
EEB90069.1	GH12(1-94)	-	-	1
EEB90089.1	AA9(8-222)	-	-	1
EEB90115.1	GH152(24-249)	GH152(7)	GH152	3
EEB90182.1	CE10(60-318)	-	-	1
EEB90185.1	GH15(87-384)	-	GH15	2
EEB90206.1	AA3_2(1-430)	-	AA3_2	2
EEB90209.1	AA1_1(21-205)	AA1(2)	-	2
EEB90215.1	CBM20(276-363)	-	CBM20+GH13_32	2
EEB90304.1	GH95(16-375)	-	-	1
EEB90341.1	CE4(6-86)	-	-	1
EEB90346.1	AA3_2(3-401)	-	-	1
EEB90405.1	GT4(25-163)	-	GT4	2
EEB90431.1	GH12(82-244)	-	-	1
EEB90465.1	CE8(54-364)	-	-	1
EEB90475.1	GH74(77-190)	GH74(1)+CBM1(16)+CBM2(12)	CBM1+GH74	3
EEB90497.1	AA8(1-371)	AA3(13)+AA8(2)	AA3_1+AA8+1.1.99.18	3
EEB90622.1	CBM20(157-242)	GH15(14)+CBM20(5)	CBM20+GH15	3
EEB90625.1	GH37(85-364)	GH37(4)	GH37	3
EEB90627.1	AA7(3-226)	-	-	1
EEB90630.1	GH75(55-157)	-	-	1
EEB90670.1	GT1(20-258)	-	-	1
EEB90690.1	AA3_2(6-320)	AA3(21)	AA3_2	3
EEB90693.1	GH85(1-333)	-	-	1
EEB90701.1	GH18(12-218)	-	-	1
EEB90772.1	CE10(22-224)	-	-	1
EEB90784.1	PL1_7(44-116)	PL1(15)	-	2
EEB90810.1	AA1_1(55-201)	AA1(2)	-	2
EEB90824.1	GH3(38-251)	GH3(40)	GH3	3
