Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
XP_008088885.1	GT1(399-703)	GT1(76)	GT1	3
XP_008088898.1	GT22(5-397)	GT22(3)	GT22	3
XP_008088962.1	CE10(212-359)	-	-	1
XP_008089006.1	GH5_15(100-403)	GH5(135)	GH5_15	3
XP_008089016.1	GH131(17-256)	GH131(1)+CBM1(21)	GH131	3
XP_008089063.1	CE10(134-384)	-	-	1
XP_008089067.1	GH13_40(36-394)	GH13(82)	GH13_40	3
XP_008089071.1	GT22(27-487)	GT22(5)	GT22	3
XP_008089101.1	AA7(58-244)	-	AA7	2
XP_008089102.1	GH43_11(4-295)	GH43(2)	GH43_11	3
XP_008089106.1	GH13_5(61-399)	-	GH13_5	2
XP_008089120.1	PL3_2(102-292)	PL3(9)+CBM13(31)	PL3_2	3
XP_008089126.1	GT2_Chitin_synth_2(288-570)	-	GT2	2
XP_008089136.1	AA9(8-228)	AA9(14)	AA9	3
XP_008089167.1	GT2_Glyco_tranf_2_3(42-281)	-	GT2	2
XP_008089169.1	AA2(101-322)	AA2(4)	AA2	3
XP_008089214.1	GH16(32-281)	GH16(25)	GH16	3
XP_008089227.1	CE10(122-268)	-	-	1
XP_008089229.1	AA3_2(43-608)	AA3(3)	AA3_2	3
XP_008089241.1	GH79(43-332)	GH79(4)	GH79	3
XP_008089260.1	GH18(7-335)	-	GH18	2
XP_008089262.1	CE4(41-166)	CE4(143)+CBM18(7)	CE4+3.5.1.41	3
XP_008089293.1	GH78(8-335)	GH78(28)	GH78	3
XP_008089383.1	GH76(96-512)	GH0(68)+GH76(24)	GH0	3
XP_008089401.1	GH3(80-292)	GH3(40)+CBM6(3)	GH3	3
XP_008089417.1	GT1(266-581)	GT1(76)	GT1	3
XP_008089475.1	GH47(38-580)	GH47(3)	GH47	3
XP_008089483.1	GH47(121-587)	GH47(2)	GH47	3
XP_008089512.1	GH45(29-231)	GH45(1)+CBM1(6)+CBM10(7)	GH45	3
XP_008089618.1	GT2_Glyco_tranf_2_3(61-296)	-	GT2	2
XP_008089639.1	GH79(67-557)	GH79(8)	GH79+3.2.1.31	3
XP_008089651.1	CE1(37-221)	CE1(14)+CBM1(28)	CBM1+CE1	3
XP_008089664.1	GH5_16(44-384)	GH5(133)	GH5_16+3.2.1.164	3
XP_008089669.1	GT71(186-446)	GT71(9)	GT71	3
XP_008089671.1	GH3(128-380)	GH3(22)	GH3	3
XP_008089676.1	GH28(90-432)	-	GH28	2
XP_008089689.1	AA2(50-297)	AA2(4)	AA2	3
XP_008089696.1	GH43_29(37-318)+CBM6(339-461)	GH43(10)+CBM2(36)+CBM22(15)+CBM6(4)	CBM1+CBM6+GH43_29	3
XP_008089699.1	AA9(6-217)	AA9(5)	-	2
XP_008089712.1	PL3_2(30-213)	PL3(10)	PL3_2	3
XP_008089734.1	GH125(177-635)	GH125(2)	GH125	3
XP_008089768.1	CE5(31-224)	-	-	1
XP_008089782.1	AA9(7-225)	AA9(16)+CBM1(40)	AA9	3
XP_008089800.1	GH18(227-539)	GH18(45)+CBM18(6)	CBM18+GH18	3
XP_008089817.1	GH72(19-327)+CBM43(380-468)	GH72(2)+CBM43(12)	CBM43+GH72	3
XP_008089827.1	GH6(147-438)	GH6(4)+CBM1(3)	CBM1+GH6+3.2.1.91	3
