Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
XP_007403528.1	AA3_2(5-545)	AA3(2)	-	2
XP_007403549.1	GT57(176-675)	GT57(1)	GT57	3
XP_007403579.1	GH5_7(76-416)	-	GH5_7	2
XP_007403609.1	GT59(32-444)	GT59(2)	-	2
XP_007403618.1	CE8(161-430)	-	-	1
XP_007403627.1	GH5_12(29-585)	GH5(76)	GH5_12	3
XP_007403676.1	GH2(45-907)	-	GH2	2
XP_007403720.1	GH13_22(99-504)+GH13_22(1162-1628)	GT5(22)	GH13_22+GT5+2.4.1.183	3
XP_007403727.1	CE4(116-234)	CE4(145)	CE4	3
XP_007403731.1	GT2_Chitin_synth_2(465-981)	GT2(161)	GT2	3
XP_007403741.1	AA5_1(164-702)	AA5(9)	AA5_1	3
XP_007403810.1	GH3(117-328)	GH3(13)+CBM1(30)	GH3+3.2.1.21	3
XP_007403822.1	GH28(174-335)	-	-	1
XP_007403850.1	GH28(25-380)	-	-	1
XP_007403866.1	GH3(117-329)	GH3(113)+CBM1(30)	GH3+3.2.1.21	3
XP_007403955.1	GH72(21-338)	GH72(5)+CBM43(20)	CBM43+GH72	3
XP_007404022.1	CE5(32-215)	-	-	1
XP_007404024.1	CBM21(363-466)	CBM21(4)	-	2
XP_007404054.1	AA3_2(29-590)	-	-	1
XP_007404059.1	GH5_9(99-420)	GH5(20)	GH5_9	3
XP_007404061.1	GT4(201-339)	GT4(169)	GT4	3
XP_007404062.1	GH5_9(24-237)	-	-	1
XP_007404064.1	GT4(201-339)	GT4(169)	GT4	3
XP_007404071.1	AA7(60-508)	-	-	1
XP_007404101.1	GH5_50(138-416)	GH5(25)	GH5_50	3
XP_007404125.1	AA3_2(15-573)	AA3(2)	AA3_2	3
XP_007404127.1	AA3_2(31-598)	AA3(2)	AA3_2	3
XP_007404213.1	GH5_9(93-396)	GH5(5)	GH5_9	3
XP_007404447.1	GT2_Glyco_tranf_2_3(52-287)	-	GT2	2
XP_007404455.1	GT39(6-245)	GT39(2)	GT39	3
XP_007404508.1	GH43_24(45-276)	-	-	1
XP_007404609.1	GH76(42-398)	-	GH76	2
XP_007404650.1	GH16(172-419)	-	GH16	2
XP_007404680.1	GH47(1-469)	GH47(1)	GH47	3
XP_007404683.1	GT66(19-679)	GT66(1)	GT66	3
XP_007404738.1	GH18(9-359)	GH18(20)	GH18	3
XP_007404791.1	GT90(246-495)	GT90(10)	GT90	3
XP_007404792.1	GT90(368-645)	GT90(10)	GT90	3
XP_007404918.1	GH105(133-393)	-	-	1
XP_007404920.1	GH105(79-353)	-	-	1
XP_007405116.1	GH5_15(46-221)	-	-	1
XP_007405153.1	GH43_6(29-281)	-	-	1
XP_007405154.1	GH43_6(30-320)	-	GH43_6	2
XP_007405242.1	GH5_15(75-250)	-	-	1
XP_007405287.1	CE4(38-162)	CE4(143)+CBM18(7)	-	2
XP_007405292.1	GH31(235-613)	GH31(20)	GH31	3
XP_007405304.1	AA1_3(32-342)	-	AA1	2
XP_007405306.1	AA1_3(48-367)	AA1(22)	AA1	3
XP_007405421.1	AA1_2(40-380)	AA1(16)	AA1_2	3
XP_007405436.1	GT8(3-188)	GT8(50)	-	2
XP_007405463.1	GT20(2-457)	GT20(2)+CBM20(39)	GT20	3
XP_007405465.1	GH71(56-442)	GH71(4)	-	2
XP_007405581.1	AA1_3(46-377)	AA1(22)	AA1	3
XP_007405634.1	CE8(6-218)	-	-	1
XP_007405682.1	GH12(126-264)	-	-	1
XP_007405755.1	CE10(146-439)	-	-	1
XP_007405821.1	GH131(53-290)	-	-	1
XP_007405823.1	GT90(376-643)	GT90(10)	GT90	3
XP_007405853.1	AA7(54-262)	AA7(2)	-	2
XP_007405886.1	GH5_9(222-538)	GH5(20)	GH5_9	3
XP_007405987.1	GH13_5(49-393)	GH13(88)	GH13_5	3
XP_007406020.1	GT20(3-373)	GT20(4)	GT20	3
XP_007406101.1	GT25(144-403)	-	-	1
XP_007406123.1	CE8(46-273)	-	-	1
XP_007406228.1	AA3_3(7-605)	AA3(4)	AA3_3	3
XP_007406274.1	AA5_1(42-582)	AA5(3)	AA5_1	3
XP_007406335.1	AA1_3(48-335)	AA1(22)	AA1+CBM1	3
XP_007406341.1	GT2_Chitin_synth_1(225-387)	GT2(9)	GT2	3
XP_007406343.1	GH131(38-302)	-	-	1
XP_007406344.1	GH131(3-219)	-	-	1
XP_007406527.1	CE4(172-281)	CE4(145)	CE4	3
XP_007406622.1	GH5_5(34-311)	-	-	1
XP_007406646.1	GT90(360-575)	GT90(10)	GT90	3
XP_007406692.1	GT2_Chitin_synth_1(82-244)+GT2_Chitin_synth_2(222-511)	GT2(9)	GT2	3
XP_007406778.1	GH5_9(138-448)	GH5(5)	GH5_9	3
XP_007406782.1	GT15(47-242)	GT15(1)	GT15	3
XP_007406809.1	GH5_9(143-449)	GH5(5)	GH5_9	3
XP_007406884.1	GT4(254-434)	GT4(145)	GT4	3
